;Activity;Hour
12388;dinner_Retiree;19.083333333333332
12389;sleep_Retiree;22.566666666666666
12390;lunch_Retiree;12.8
12391;workout_Retiree;17.0
12392;dinner_Retiree;19.866666666666667
12393;sleep_Retiree;22.25
12394;lunch_Retiree;13.5
12395;dinner_Retiree;18.383333333333333
12396;sleep_Retiree;23.233333333333334
12397;workout_Retiree;10.0
12398;workout_Retiree;11.0
12399;lunch_Retiree;12.583333333333334
12400;dinner_Retiree;18.45
12401;sleep_Retiree;22.1
12402;breakfast_Retiree;7.8
12403;workout_Retiree;11.0
12404;lunch_Retiree;13.933333333333334
12405;dinner_Retiree;19.55
12406;sleep_Retiree;22.683333333333334
12407;breakfast_Retiree;8.9
12408;workout_Retiree;11.0
12409;lunch_Retiree;13.016666666666667
12410;dinner_Retiree;19.35
12411;sleep_Retiree;22.783333333333335
12412;workout_Retiree;8.0
12413;lunch_Retiree;12.116666666666667
12414;dinner_Retiree;18.55
12415;sleep_Retiree;23.283333333333335
12416;lunch_Retiree;13.883333333333333
12417;dinner_Retiree;18.15
12418;sleep_Retiree;23.116666666666667
12419;breakfast_Retiree;8.133333333333333
12420;lunch_Retiree;12.766666666666667
12421;dinner_Retiree;18.566666666666666
12422;sleep_Retiree;22.55
12423;breakfast_Retiree;7.683333333333334
12424;lunch_Retiree;12.683333333333334
12425;dinner_Retiree;18.85
12426;sleep_Retiree;23.3
12427;workout_Retiree;8.0
12428;lunch_Retiree;13.866666666666667
12429;dinner_Retiree;19.133333333333333
12430;sleep_Retiree;22.883333333333333
12431;workout_Retiree;8.0
12432;breakfast_Retiree;9.75
12433;workout_Retiree;11.0
12434;workout_Retiree;12.0
12435;lunch_Retiree;13.916666666666666
12436;dinner_Retiree;18.983333333333334
12437;sleep_Retiree;23.416666666666668
12438;breakfast_Retiree;8.833333333333334
12439;lunch_Retiree;12.066666666666666
12440;dinner_Retiree;19.566666666666666
12441;sleep_Retiree;23.383333333333333
12442;workout_Retiree;8.0
12443;lunch_Retiree;12.833333333333334
12444;workout_Retiree;18.0
12445;dinner_Retiree;19.7
12446;sleep_Retiree;23.083333333333332
12447;workout_Retiree;8.0
12448;breakfast_Retiree;9.166666666666666
12449;lunch_Retiree;13.566666666666666
12450;workout_Retiree;16.0
12451;dinner_Retiree;19.316666666666666
12452;sleep_Retiree;22.35
12453;breakfast_Retiree;8.316666666666666
12454;workout_Retiree;10.0
12455;lunch_Retiree;13.816666666666666
12456;dinner_Retiree;18.933333333333334
12457;sleep_Retiree;23.333333333333332
12458;breakfast_Retiree;9.866666666666667
12459;lunch_Retiree;13.766666666666667
12460;dinner_Retiree;18.733333333333334
12461;sleep_Retiree;22.85
12462;breakfast_Retiree;9.55
12463;workout_Retiree;11.0
12464;lunch_Retiree;13.566666666666666
12465;workout_Retiree;16.0
12466;dinner_Retiree;19.683333333333334
12467;sleep_Retiree;22.65
12468;breakfast_Retiree;7.783333333333333
12469;workout_Retiree;9.0
12470;workout_Retiree;10.0
12471;lunch_Retiree;13.083333333333334
12472;dinner_Retiree;18.766666666666666
12473;sleep_Retiree;22.166666666666668
12474;breakfast_Retiree;7.966666666666667
12475;workout_Retiree;9.0
12476;lunch_Retiree;13.916666666666666
12477;dinner_Retiree;18.75
12478;sleep_Retiree;22.35
12479;breakfast_Retiree;7.7
12480;workout_Retiree;9.0
12481;lunch_Retiree;12.466666666666667
12482;dinner_Retiree;19.783333333333335
12483;sleep_Retiree;22.583333333333332
12484;workout_Retiree;9.0
12485;lunch_Retiree;12.883333333333333
12486;workout_Retiree;19.0
12487;dinner_Retiree;19.8
12488;sleep_Retiree;22.766666666666666
12489;breakfast_Retiree;8.333333333333334
12490;workout_Retiree;10.0
12491;lunch_Retiree;13.883333333333333
12492;dinner_Retiree;18.883333333333333
12493;sleep_Retiree;22.15
12494;breakfast_Retiree;7.266666666666667
12495;workout_Retiree;10.0
12496;lunch_Retiree;13.366666666666667
12497;dinner_Retiree;18.066666666666666
12498;sleep_Retiree;22.166666666666668
12499;breakfast_Retiree;7.083333333333333
12500;workout_Retiree;8.0
12501;lunch_Retiree;13.966666666666667
12502;workout_Retiree;17.0
12503;workout_Retiree;18.0
12504;dinner_Retiree;19.666666666666668
12505;sleep_Retiree;22.616666666666667
12506;breakfast_Retiree;7.666666666666667
12507;workout_Retiree;10.0
12508;lunch_Retiree;13.816666666666666
12509;dinner_Retiree;19.65
12510;sleep_Retiree;22.633333333333333
12511;workout_Retiree;10.0
12512;lunch_Retiree;13.483333333333333
12513;dinner_Retiree;19.85
12514;sleep_Retiree;22.983333333333334
12515;workout_Retiree;9.0
12516;lunch_Retiree;13.433333333333334
12517;dinner_Retiree;19.333333333333332
12518;sleep_Retiree;22.183333333333334
12519;workout_Retiree;8.0
12520;lunch_Retiree;13.25
12521;dinner_Retiree;18.283333333333335
12522;sleep_Retiree;22.583333333333332
12523;workout_Retiree;10.0
12524;lunch_Retiree;12.716666666666667
12525;dinner_Retiree;18.783333333333335
12526;sleep_Retiree;22.433333333333334
12527;breakfast_Retiree;9.5
12528;lunch_Retiree;12.633333333333333
12529;dinner_Retiree;18.333333333333332
12530;sleep_Retiree;22.783333333333335
12531;workout_Retiree;9.0
12532;lunch_Retiree;13.933333333333334
12533;dinner_Retiree;18.2
12534;workout_Retiree;20.0
12535;sleep_Retiree;22.033333333333335
12536;workout_Retiree;8.0
12537;lunch_Retiree;13.25
12538;dinner_Retiree;18.65
12539;sleep_Retiree;23.083333333333332
12540;breakfast_Retiree;9.466666666666667
12541;lunch_Retiree;13.65
12542;workout_Retiree;15.0
12543;dinner_Retiree;19.4
12544;sleep_Retiree;22.833333333333332
12545;workout_Retiree;9.0
12546;lunch_Retiree;13.433333333333334
12547;dinner_Retiree;19.083333333333332
12548;sleep_Retiree;22.666666666666668
12549;workout_Retiree;9.0
12550;lunch_Retiree;12.4
12551;workout_Retiree;19.0
12552;sleep_Retiree;23.483333333333334
12553;workout_Retiree;9.0
12554;lunch_Retiree;13.416666666666666
12555;dinner_Retiree;18.433333333333334
12556;sleep_Retiree;22.75
12557;lunch_Retiree;13.25
12558;workout_Retiree;15.0
12559;dinner_Retiree;19.75
12560;sleep_Retiree;22.183333333333334
12561;workout_Retiree;8.0
12562;breakfast_Retiree;9.516666666666667
12563;lunch_Retiree;13.433333333333334
12564;dinner_Retiree;18.15
12565;workout_Retiree;21.0
12566;sleep_Retiree;23.483333333333334
12567;breakfast_Retiree;9.15
12568;workout_Retiree;10.0
12569;lunch_Retiree;12.25
12570;dinner_Retiree;18.816666666666666
12571;sleep_Retiree;22.9
12572;breakfast_Retiree;7.133333333333334
12573;workout_Retiree;10.0
12574;lunch_Retiree;12.666666666666666
12575;dinner_Retiree;19.083333333333332
12576;sleep_Retiree;23.433333333333334
12577;workout_Retiree;8.0
12578;breakfast_Retiree;8.733333333333333
12579;lunch_Retiree;13.633333333333333
12580;dinner_Retiree;19.55
12581;sleep_Retiree;22.333333333333332
12582;workout_Retiree;8.0
12583;breakfast_Retiree;8.433333333333334
12584;lunch_Retiree;12.75
12585;dinner_Retiree;19.066666666666666
12586;sleep_Retiree;22.533333333333335
12587;breakfast_Retiree;9.75
12588;workout_Retiree;12.0
12589;dinner_Retiree;19.95
12590;sleep_Retiree;23.033333333333335
12591;breakfast_Retiree;9.083333333333334
12592;lunch_Retiree;12.783333333333333
12593;workout_Retiree;17.0
12594;dinner_Retiree;19.15
12595;sleep_Retiree;22.883333333333333
12596;workout_Retiree;10.0
12597;lunch_Retiree;12.183333333333334
12598;dinner_Retiree;18.233333333333334
12599;sleep_Retiree;22.866666666666667
12600;breakfast_Retiree;7.566666666666666
12601;workout_Retiree;9.0
12602;lunch_Retiree;12.433333333333334
12603;dinner_Retiree;19.35
12604;sleep_Retiree;23.366666666666667
12605;breakfast_Retiree;9.016666666666667
12606;workout_Retiree;10.0
12607;lunch_Retiree;13.233333333333333
12608;dinner_Retiree;19.933333333333334
12609;sleep_Retiree;22.35
12610;breakfast_Retiree;7.75
12611;workout_Retiree;9.0
12612;lunch_Retiree;12.916666666666666
12613;dinner_Retiree;19.6
12614;sleep_Retiree;22.7
12615;workout_Retiree;7.0
12616;breakfast_Retiree;9.5
12617;lunch_Retiree;12.05
12618;dinner_Retiree;19.466666666666665
12619;workout_Retiree;21.0
12620;sleep_Retiree;23.183333333333334
12621;breakfast_Retiree;7.533333333333333
12622;workout_Retiree;10.0
12623;lunch_Retiree;13.566666666666666
12624;dinner_Retiree;18.35
12625;sleep_Retiree;22.05
12626;breakfast_Retiree;8.0
12627;lunch_Retiree;12.733333333333333
12628;workout_Retiree;15.0
12629;dinner_Retiree;19.416666666666668
12630;sleep_Retiree;23.416666666666668
12631;workout_Retiree;10.0
12632;lunch_Retiree;13.1
12633;dinner_Retiree;19.583333333333332
12634;sleep_Retiree;22.433333333333334
12635;workout_Retiree;9.0
12636;breakfast_Retiree;9.983333333333333
12637;lunch_Retiree;12.716666666666667
12638;workout_Retiree;14.0
12639;dinner_Retiree;19.55
12640;sleep_Retiree;22.3
12641;workout_Retiree;11.0
12642;lunch_Retiree;13.016666666666667
12643;dinner_Retiree;19.15
12644;sleep_Retiree;22.2
12645;workout_Retiree;9.0
12646;lunch_Retiree;13.516666666666667
12647;dinner_Retiree;18.116666666666667
12648;sleep_Retiree;22.4
12649;workout_Retiree;7.0
12650;breakfast_Retiree;8.483333333333333
12651;lunch_Retiree;13.933333333333334
12652;dinner_Retiree;19.766666666666666
12653;sleep_Retiree;23.333333333333332
12654;breakfast_Retiree;8.016666666666667
12655;workout_Retiree;10.0
12656;lunch_Retiree;12.283333333333333
12657;dinner_Retiree;19.383333333333333
12658;sleep_Retiree;22.516666666666666
12659;breakfast_Retiree;8.283333333333333
12660;lunch_Retiree;13.4
12661;workout_Retiree;15.0
12662;dinner_Retiree;18.833333333333332
12663;sleep_Retiree;23.433333333333334
12664;workout_Retiree;11.0
12665;lunch_Retiree;13.3
12666;dinner_Retiree;18.066666666666666
12667;sleep_Retiree;22.116666666666667
12668;breakfast_Retiree;7.366666666666666
12669;workout_Retiree;9.0
12670;lunch_Retiree;12.483333333333333
12671;dinner_Retiree;18.25
12672;workout_Retiree;20.0
12673;sleep_Retiree;23.45
12674;workout_Retiree;10.0
12675;lunch_Retiree;12.6
12676;dinner_Retiree;19.75
12677;sleep_Retiree;22.75
12678;workout_Retiree;9.0
12679;lunch_Retiree;13.333333333333334
12680;dinner_Retiree;18.266666666666666
12681;sleep_Retiree;22.366666666666667
12682;workout_Retiree;8.0
12683;breakfast_Retiree;9.15
12684;lunch_Retiree;12.883333333333333
12685;dinner_Retiree;18.833333333333332
12686;sleep_Retiree;23.266666666666666
12687;breakfast_Retiree;9.3
12688;workout_Retiree;11.0
12689;lunch_Retiree;13.933333333333334
12690;workout_Retiree;17.0
12691;dinner_Retiree;18.116666666666667
12692;sleep_Retiree;23.333333333333332
12693;breakfast_Retiree;7.933333333333334
12694;lunch_Retiree;13.033333333333333
12695;workout_Retiree;14.0
12696;dinner_Retiree;19.783333333333335
12697;sleep_Retiree;23.016666666666666
12698;breakfast_Retiree;7.583333333333333
12699;workout_Retiree;9.0
12700;lunch_Retiree;12.783333333333333
12701;dinner_Retiree;18.183333333333334
12702;sleep_Retiree;23.033333333333335
12703;workout_Retiree;10.0
12704;lunch_Retiree;12.933333333333334
12705;workout_Retiree;15.0
12706;dinner_Retiree;19.366666666666667
12707;sleep_Retiree;22.866666666666667
12708;breakfast_Retiree;9.95
12709;workout_Retiree;11.0
12710;lunch_Retiree;13.283333333333333
12711;dinner_Retiree;18.75
12712;sleep_Retiree;22.033333333333335
12713;workout_Retiree;8.0
12714;breakfast_Retiree;9.15
12715;lunch_Retiree;13.283333333333333
12716;workout_Retiree;18.0
12717;dinner_Retiree;18.633333333333333
12718;sleep_Retiree;22.833333333333332
12719;workout_Retiree;8.0
12720;lunch_Retiree;12.55
12721;dinner_Retiree;19.066666666666666
12722;sleep_Retiree;22.233333333333334
12723;breakfast_Retiree;9.766666666666667
12724;workout_Retiree;11.0
12725;lunch_Retiree;12.55
12726;dinner_Retiree;18.333333333333332
12727;sleep_Retiree;22.033333333333335
12728;breakfast_Retiree;9.35
12729;lunch_Retiree;12.0
12730;workout_Retiree;14.0
12731;dinner_Retiree;18.433333333333334
12732;sleep_Retiree;23.0
12733;workout_Retiree;9.0
12734;breakfast_Retiree;9.383333333333333
12735;lunch_Retiree;12.9
12736;dinner_Retiree;18.316666666666666
12737;sleep_Retiree;23.366666666666667
12738;workout_Retiree;9.0
12739;lunch_Retiree;13.45
12740;workout_Retiree;18.0
12741;dinner_Retiree;19.033333333333335
12742;sleep_Retiree;23.4
12743;workout_Retiree;10.0
12744;lunch_Retiree;13.9
12745;dinner_Retiree;19.2
12746;sleep_Retiree;23.25
12747;workout_Retiree;10.0
12748;lunch_Retiree;12.783333333333333
12749;workout_Retiree;14.0
12750;dinner_Retiree;19.666666666666668
12751;sleep_Retiree;23.216666666666665
12752;workout_Retiree;8.0
12753;lunch_Retiree;12.033333333333333
12754;workout_Retiree;16.0
12755;dinner_Retiree;19.566666666666666
12756;sleep_Retiree;23.2
12757;workout_Retiree;10.0
12758;lunch_Retiree;12.1
12759;dinner_Retiree;18.333333333333332
12760;sleep_Retiree;22.333333333333332
12761;breakfast_Retiree;8.566666666666666
12762;lunch_Retiree;12.833333333333334
12763;workout_Retiree;14.0
12764;dinner_Retiree;18.116666666666667
12765;sleep_Retiree;22.216666666666665
12766;breakfast_Retiree;7.3
12767;workout_Retiree;8.0
12768;lunch_Retiree;13.55
12769;dinner_Retiree;18.233333333333334
12770;sleep_Retiree;22.033333333333335
12771;workout_Retiree;9.0
12772;breakfast_Retiree;9.65
12773;lunch_Retiree;13.25
12774;workout_Retiree;19.0
12775;dinner_Retiree;19.4
12776;breakfast_Workaholic;7.283333333333333
12777;lunch_Workaholic;12.916666666666666
12778;work_Workaholic;8.083333333333334
12779;dinner_Workaholic;19.366666666666667
12780;sleep_Workaholic;23.0
12781;breakfast_Workaholic;7.216666666666667
12782;lunch_Workaholic;12.1
12783;work_Workaholic;8.816666666666666
12784;workout_Workaholic;20.0
12785;sleep_Workaholic;23.0
12786;breakfast_Workaholic;7.233333333333333
12787;lunch_Workaholic;12.966666666666667
12788;work_Workaholic;8.65
12789;dinner_Workaholic;19.583333333333332
12790;sleep_Workaholic;23.0
12791;breakfast_Workaholic;7.233333333333333
12792;lunch_Workaholic;12.316666666666666
12793;work_Workaholic;8.016666666666667
12794;sleep_Workaholic;23.0
12795;breakfast_Workaholic;7.133333333333334
12796;workout_Workaholic;11.0
12797;lunch_Workaholic;12.833333333333334
12798;dinner_Workaholic;18.916666666666668
12799;sleep_Workaholic;23.0
12800;breakfast_Workaholic;7.233333333333333
12801;lunch_Workaholic;12.733333333333333
12802;work_Workaholic;8.7
12803;sleep_Workaholic;23.0
12804;breakfast_Workaholic;7.166666666666667
12805;lunch_Workaholic;12.433333333333334
12806;work_Workaholic;8.5
12807;dinner_Workaholic;19.183333333333334
12808;sleep_Workaholic;23.0
12809;workout_Workaholic;6.0
12810;breakfast_Workaholic;7.133333333333334
12811;lunch_Workaholic;12.916666666666666
12812;work_Workaholic;8.716666666666667
12813;sleep_Workaholic;23.0
12814;breakfast_Workaholic;7.466666666666667
12815;lunch_Workaholic;12.883333333333333
12816;work_Workaholic;8.25
12817;sleep_Workaholic;23.0
12818;breakfast_Workaholic;7.45
12819;lunch_Workaholic;12.1
12820;work_Workaholic;8.466666666666667
12821;sleep_Workaholic;23.0
12822;workout_Workaholic;6.0
12823;breakfast_Workaholic;7.233333333333333
12824;lunch_Workaholic;12.55
12825;work_Workaholic;8.983333333333333
12826;dinner_Workaholic;18.933333333333334
12827;sleep_Workaholic;23.0
12828;breakfast_Workaholic;7.266666666666667
12829;lunch_Workaholic;12.683333333333334
12830;dinner_Workaholic;19.983333333333334
12831;sleep_Workaholic;23.0
12832;workout_Workaholic;6.0
12833;breakfast_Workaholic;7.233333333333333
12834;lunch_Workaholic;12.766666666666667
12835;work_Workaholic;8.7
12836;sleep_Workaholic;23.0
12837;breakfast_Workaholic;7.316666666666666
12838;lunch_Workaholic;12.366666666666667
12839;work_Workaholic;8.316666666666666
12840;dinner_Workaholic;19.933333333333334
12841;sleep_Workaholic;23.0
12842;workout_Workaholic;6.0
12843;breakfast_Workaholic;7.216666666666667
12844;lunch_Workaholic;12.55
12845;work_Workaholic;8.433333333333334
12846;dinner_Workaholic;18.866666666666667
12847;sleep_Workaholic;23.0
12848;workout_Workaholic;6.0
12849;breakfast_Workaholic;7.366666666666666
12850;lunch_Workaholic;12.4
12851;work_Workaholic;8.35
12852;dinner_Workaholic;19.683333333333334
12853;sleep_Workaholic;23.0
12854;workout_Workaholic;6.0
12855;breakfast_Workaholic;7.066666666666666
12856;lunch_Workaholic;12.666666666666666
12857;work_Workaholic;8.766666666666667
12858;dinner_Workaholic;18.783333333333335
12859;sleep_Workaholic;23.0
12860;workout_Workaholic;6.0
12861;breakfast_Workaholic;7.416666666666667
12862;lunch_Workaholic;12.366666666666667
12863;work_Workaholic;8.2
12864;dinner_Workaholic;19.766666666666666
12865;sleep_Workaholic;23.0
12866;workout_Workaholic;6.0
12867;breakfast_Workaholic;7.316666666666666
12868;lunch_Workaholic;12.266666666666667
12869;dinner_Workaholic;19.033333333333335
12870;sleep_Workaholic;23.0
12871;workout_Workaholic;6.0
12872;breakfast_Workaholic;7.3
12873;lunch_Workaholic;12.266666666666667
12874;work_Workaholic;8.616666666666667
12875;dinner_Workaholic;19.483333333333334
12876;sleep_Workaholic;23.0
12877;workout_Workaholic;6.0
12878;breakfast_Workaholic;7.383333333333334
12879;lunch_Workaholic;12.35
12880;work_Workaholic;8.966666666666667
12881;sleep_Workaholic;23.0
12882;workout_Workaholic;6.0
12883;breakfast_Workaholic;7.083333333333333
12884;lunch_Workaholic;12.283333333333333
12885;work_Workaholic;8.15
12886;sleep_Workaholic;23.0
12887;workout_Workaholic;6.0
12888;breakfast_Workaholic;7.25
12889;lunch_Workaholic;12.466666666666667
12890;work_Workaholic;8.8
12891;sleep_Workaholic;23.0
12892;workout_Workaholic;6.0
12893;breakfast_Workaholic;7.033333333333333
12894;lunch_Workaholic;12.316666666666666
12895;work_Workaholic;8.75
12896;dinner_Workaholic;18.983333333333334
12897;sleep_Workaholic;23.0
12898;workout_Workaholic;6.0
12899;breakfast_Workaholic;7.433333333333334
12900;lunch_Workaholic;12.083333333333334
12901;work_Workaholic;8.633333333333333
12902;sleep_Workaholic;23.0
12903;workout_Workaholic;6.0
12904;breakfast_Workaholic;7.466666666666667
12905;lunch_Workaholic;12.15
12906;dinner_Workaholic;18.733333333333334
12907;sleep_Workaholic;23.0
12908;workout_Workaholic;6.0
12909;breakfast_Workaholic;7.05
12910;lunch_Workaholic;12.55
12911;work_Workaholic;8.9
12912;dinner_Workaholic;19.1
12913;sleep_Workaholic;23.0
12914;breakfast_Workaholic;7.15
12915;lunch_Workaholic;12.183333333333334
12916;work_Workaholic;8.55
12917;sleep_Workaholic;23.0
12918;workout_Workaholic;6.0
12919;breakfast_Workaholic;7.066666666666666
12920;lunch_Workaholic;12.566666666666666
12921;work_Workaholic;8.466666666666667
12922;sleep_Workaholic;23.0
12923;breakfast_Workaholic;7.4
12924;lunch_Workaholic;12.666666666666666
12925;work_Workaholic;8.116666666666667
12926;dinner_Workaholic;18.95
12927;sleep_Workaholic;23.0
12928;workout_Workaholic;6.0
12929;breakfast_Workaholic;7.233333333333333
12930;lunch_Workaholic;12.4
12931;work_Workaholic;8.433333333333334
12932;sleep_Workaholic;23.0
12933;workout_Workaholic;6.0
12934;breakfast_Workaholic;7.2
12935;lunch_Workaholic;12.116666666666667
12936;work_Workaholic;8.0
12937;dinner_Workaholic;19.866666666666667
12938;sleep_Workaholic;23.0
12939;breakfast_Workaholic;7.483333333333333
12940;lunch_Workaholic;12.983333333333333
12941;dinner_Workaholic;18.5
12942;sleep_Workaholic;23.0
12943;workout_Workaholic;6.0
12944;breakfast_Workaholic;7.466666666666667
12945;lunch_Workaholic;12.516666666666667
12946;work_Workaholic;8.433333333333334
12947;sleep_Workaholic;23.0
12948;breakfast_Workaholic;7.0
12949;lunch_Workaholic;12.733333333333333
12950;work_Workaholic;8.45
12951;sleep_Workaholic;23.0
12952;breakfast_Workaholic;7.05
12953;lunch_Workaholic;12.483333333333333
12954;work_Workaholic;8.116666666666667
12955;sleep_Workaholic;23.0
12956;breakfast_Workaholic;7.366666666666666
12957;lunch_Workaholic;12.383333333333333
12958;work_Workaholic;8.933333333333334
12959;dinner_Workaholic;19.433333333333334
12960;sleep_Workaholic;23.0
12961;breakfast_Workaholic;7.433333333333334
12962;lunch_Workaholic;12.85
12963;work_Workaholic;8.333333333333334
12964;sleep_Workaholic;23.0
12965;breakfast_Workaholic;7.133333333333334
12966;lunch_Workaholic;12.4
12967;work_Workaholic;8.516666666666667
12968;dinner_Workaholic;19.683333333333334
12969;sleep_Workaholic;23.0
12970;breakfast_Workaholic;7.283333333333333
12971;workout_Workaholic;9.0
12972;lunch_Workaholic;12.3
12973;dinner_Workaholic;18.566666666666666
12974;sleep_Workaholic;23.0
12975;breakfast_Workaholic;7.416666666666667
12976;lunch_Workaholic;12.15
12977;work_Workaholic;8.95
12978;sleep_Workaholic;23.0
12979;breakfast_Workaholic;7.083333333333333
12980;lunch_Workaholic;12.666666666666666
12981;work_Workaholic;8.083333333333334
12982;sleep_Workaholic;23.0
12983;breakfast_Workaholic;7.35
12984;lunch_Workaholic;12.316666666666666
12985;work_Workaholic;8.0
12986;dinner_Workaholic;18.116666666666667
12987;sleep_Workaholic;23.0
12988;breakfast_Workaholic;7.166666666666667
12989;lunch_Workaholic;12.966666666666667
12990;work_Workaholic;8.2
12991;dinner_Workaholic;19.466666666666665
12992;sleep_Workaholic;23.0
12993;breakfast_Workaholic;7.116666666666666
12994;lunch_Workaholic;12.633333333333333
12995;work_Workaholic;8.533333333333333
12996;dinner_Workaholic;19.116666666666667
12997;sleep_Workaholic;23.0
12998;breakfast_Workaholic;7.05
12999;lunch_Workaholic;12.783333333333333
13000;work_Workaholic;8.116666666666667
13001;sleep_Workaholic;23.0
13002;breakfast_Workaholic;7.433333333333334
13003;lunch_Workaholic;12.366666666666667
13004;dinner_Workaholic;18.85
13005;sleep_Workaholic;23.0
13006;breakfast_Workaholic;7.016666666666667
13007;lunch_Workaholic;12.033333333333333
13008;work_Workaholic;8.1
13009;dinner_Workaholic;18.2
13010;sleep_Workaholic;23.0
13011;breakfast_Workaholic;7.383333333333334
13012;lunch_Workaholic;12.083333333333334
13013;work_Workaholic;8.3
13014;dinner_Workaholic;19.483333333333334
13015;sleep_Workaholic;23.0
13016;breakfast_Workaholic;7.2
13017;lunch_Workaholic;12.366666666666667
13018;work_Workaholic;8.866666666666667
13019;sleep_Workaholic;23.0
13020;breakfast_Workaholic;7.216666666666667
13021;lunch_Workaholic;12.6
13022;work_Workaholic;8.666666666666666
13023;sleep_Workaholic;23.0
13024;breakfast_Workaholic;7.216666666666667
13025;lunch_Workaholic;12.15
13026;work_Workaholic;8.483333333333333
13027;sleep_Workaholic;23.0
13028;breakfast_Workaholic;7.45
13029;lunch_Workaholic;12.3
13030;work_Workaholic;8.6
13031;sleep_Workaholic;23.0
13032;breakfast_Workaholic;7.416666666666667
13033;lunch_Workaholic;12.383333333333333
13034;dinner_Workaholic;18.733333333333334
13035;sleep_Workaholic;23.0
13036;breakfast_Workaholic;7.266666666666667
13037;lunch_Workaholic;12.733333333333333
13038;work_Workaholic;8.283333333333333
13039;dinner_Workaholic;19.85
13040;sleep_Workaholic;23.0
13041;breakfast_Workaholic;7.016666666666667
13042;lunch_Workaholic;12.533333333333333
13043;work_Workaholic;8.8
13044;dinner_Workaholic;18.75
13045;sleep_Workaholic;23.0
13046;breakfast_Workaholic;7.466666666666667
13047;lunch_Workaholic;12.666666666666666
13048;work_Workaholic;8.766666666666667
13049;dinner_Workaholic;19.283333333333335
13050;sleep_Workaholic;23.0
13051;breakfast_Workaholic;7.0
13052;lunch_Workaholic;12.7
13053;work_Workaholic;8.566666666666666
13054;sleep_Workaholic;23.0
13055;breakfast_Workaholic;7.433333333333334
13056;lunch_Workaholic;12.266666666666667
13057;work_Workaholic;8.3
13058;sleep_Workaholic;23.0
13059;breakfast_Workaholic;7.183333333333334
13060;lunch_Workaholic;12.683333333333334
13061;work_Workaholic;8.983333333333333
13062;sleep_Workaholic;23.0
13063;breakfast_Workaholic;7.016666666666667
13064;lunch_Workaholic;12.7
13065;dinner_Workaholic;18.166666666666668
13066;sleep_Workaholic;23.0
13067;breakfast_Workaholic;7.0
13068;lunch_Workaholic;12.333333333333334
13069;work_Workaholic;8.683333333333334
13070;sleep_Workaholic;23.0
13071;breakfast_Workaholic;7.366666666666666
13072;lunch_Workaholic;12.733333333333333
13073;work_Workaholic;8.5
13074;sleep_Workaholic;23.0
13075;breakfast_Workaholic;7.116666666666666
13076;lunch_Workaholic;12.25
13077;work_Workaholic;8.1
13078;sleep_Workaholic;23.0
13079;breakfast_Workaholic;7.2
13080;lunch_Workaholic;12.933333333333334
13081;work_Workaholic;8.133333333333333
13082;sleep_Workaholic;23.0
13083;breakfast_Workaholic;7.083333333333333
13084;lunch_Workaholic;12.45
13085;work_Workaholic;8.266666666666667
13086;sleep_Workaholic;23.0
13087;breakfast_Workaholic;7.1
13088;lunch_Workaholic;12.666666666666666
13089;work_Workaholic;8.85
13090;dinner_Workaholic;19.883333333333333
13091;sleep_Workaholic;23.0
13092;breakfast_Workaholic;7.466666666666667
13093;lunch_Workaholic;12.2
13094;dinner_Workaholic;19.033333333333335
13095;sleep_Workaholic;23.0
13096;breakfast_Workaholic;7.316666666666666
13097;lunch_Workaholic;12.55
13098;work_Workaholic;8.25
13099;dinner_Workaholic;19.683333333333334
13100;sleep_Workaholic;23.0
13101;breakfast_Workaholic;7.033333333333333
13102;lunch_Workaholic;12.85
13103;work_Workaholic;8.166666666666666
13104;sleep_Workaholic;23.0
13105;breakfast_Workaholic;7.45
13106;lunch_Workaholic;12.216666666666667
13107;work_Workaholic;8.016666666666667
13108;dinner_Workaholic;19.566666666666666
13109;sleep_Workaholic;23.0
13110;breakfast_Workaholic;7.266666666666667
13111;lunch_Workaholic;12.466666666666667
13112;work_Workaholic;8.433333333333334
13113;sleep_Workaholic;23.0
13114;breakfast_Workaholic;7.083333333333333
13115;lunch_Workaholic;12.95
13116;work_Workaholic;8.516666666666667
13117;sleep_Workaholic;23.0
13118;breakfast_Workaholic;7.25
13119;lunch_Workaholic;12.283333333333333
13120;work_Workaholic;8.35
13121;sleep_Workaholic;23.0
13122;breakfast_Workaholic;7.033333333333333
13123;lunch_Workaholic;12.166666666666666
13124;dinner_Workaholic;19.933333333333334
13125;sleep_Workaholic;23.0
13126;breakfast_Workaholic;7.45
13127;lunch_Workaholic;12.75
13128;work_Workaholic;8.5
13129;sleep_Workaholic;23.0
13130;breakfast_Workaholic;7.4
13131;lunch_Workaholic;12.0
13132;work_Workaholic;8.433333333333334
13133;sleep_Workaholic;23.0
13134;breakfast_Workaholic;7.0
13135;lunch_Workaholic;12.45
13136;work_Workaholic;8.416666666666666
13137;sleep_Workaholic;23.0
13138;breakfast_Workaholic;7.266666666666667
13139;lunch_Workaholic;12.083333333333334
13140;work_Workaholic;8.033333333333333
13141;dinner_Workaholic;19.3
13142;sleep_Workaholic;23.0
13143;breakfast_Workaholic;7.366666666666666
13144;lunch_Workaholic;12.2
13145;work_Workaholic;8.516666666666667
13146;dinner_Workaholic;18.283333333333335
13147;sleep_Workaholic;23.0
13148;breakfast_Workaholic;7.35
13149;lunch_Workaholic;12.133333333333333
13150;work_Workaholic;8.816666666666666
